Περιοχή,Είδος,Κατάστημα,Νομός,Διεύθυνση,TK,Τηλέφωνα
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3727,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3728,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3729,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3730,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3731,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3732,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3733,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3734,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3735,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3779,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3780,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3781,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3782,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3800,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3801,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3802,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3803,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3820,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3821,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3840,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3841,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3842,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3843,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4010,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4011,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4012,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4060,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4061,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4062,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4063,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4064,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4065,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4066,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4067,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4160,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4161,77777373
Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4162,77777373
Λεμίθου,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4844,77777373
Λέμπα,D1,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8260,77777373
Λεμώνα,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8545,77777373
Λετύμβου,D2,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8546,77777373
Λεύκαρα,D3,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7705,77777373
Λεύκαρα Κάτω,D3,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7710,77777373
Λεύκαρα Πάνω,D3,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7700,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1010,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1011,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1015,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1016,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1017,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1020,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1021,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1035,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1055,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1056,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1057,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1060,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1061,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1065,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1066,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1070,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1071,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1075,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1076,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1077,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1080,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1081,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1082,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1085,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1086,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1087,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1090,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1095,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1096,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1097,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1100,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1101,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1102,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1105,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1106,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1107,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1300,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1301,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1302,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1303,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1304,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1305,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1306,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1307,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1308,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1309,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1310,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1311,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1370,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1380,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1385,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1386,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1387,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1389,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1390,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1391,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1392,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1393,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1394,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1395,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1396,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1397,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1398,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1399,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1500,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1501,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1502,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1503,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1504,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1505,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1506,77777373
